Source,Destination,Anchor
https://www.hhs.gov/immunization/who-and-when/infants-to-teens/teens/index.html,https://www.cdc.gov/vaccines/schedules/downloads/teen/parent-version-schedule-7-18yrs.pdf,Find the right vaccines for you
https://www.hhs.gov/immunization/diseases/rabies/index.html,https://www.cdc.gov/rabies/exposure/index.html,Learn more about seeking medical attention for rabies
https://www.hhs.gov/immunization/diseases/hepatitis-b/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/hep-b.html,Read the VIS for the hepatitis B vaccine
https://www.hhs.gov/immunization/diseases/monkeypox/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/smallpox-monkeypox.pdf,Read the VIS for the monkeypox vaccine
https://www.hhs.gov/immunization/diseases/monkeypox/index.html,https://www.cdc.gov/publichealthgateway/healthdirectories/healthdepartments.html,local health department
https://www.hhs.gov/immunization/diseases/monkeypox/index.html,https://www.cdc.gov/poxvirus/mpox/vaccines/vaccine-recommendations.html,M
https://www.hhs.gov/immunization/diseases/monkeypox/index.html,https://www.cdc.gov/poxvirus/mpox/vaccines/vaccine-recommendations.html,onkey
https://www.hhs.gov/immunization/diseases/monkeypox/index.html,https://www.cdc.gov/poxvirus/mpox/vaccines/vaccine-recommendations.html,pox Vaccine Recommendations
https://www.hhs.gov/immunization/diseases/tetanus/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/td.html,Td vaccine
https://www.hhs.gov/immunization/diseases/rotavirus/index.html,https://www.cdc.gov/vaccines/hcp/vis/vis-statements/rotavirus.html,Read the VIS for the rotavirus vaccine
https://www.hhs.gov/ohrp/news/2022/september-newsletter/index.html,https://research.iu.edu/campaigns/office-for-human-research-protections-forum/index.html,New Frontiers in Human Subjects Research
https://www.hhs.gov/ohrp/news/2022/july-newsletter/index.html,https://research.iu.edu/campaigns/office-for-human-research-protections-forum/index.html,here
https://www.hhs.gov/ohrp/news/2022/august-newsletter/index.html,https://research.iu.edu/campaigns/office-for-human-research-protections-forum/index.html,here
https://www.hhs.gov/ohrp/news/2022/june-newsletter/index.html,https://research.iu.edu/campaigns/office-for-human-research-protections-forum/index.html,here
https://www.hhs.gov/ohrp/regulations-and-policy/requests-for-comments/draft-guidance-activities-deemed-not-be-research-public-health-surveillance/index.html,https://www.cdc.gov/flu/weekly/overview.htm,https://www.cdc.gov/flu/weekly/overview.htm
https://www.hhs.gov/press-room/wtas-fda-announces-major-steps-implement-real-time-clinical-trials.html,https://abcnews.com/Health/fda-set-pilot-test-real-time-tracking-clinical/story,ABC News
https://www.hhs.gov/press-room/wtas-fda-launches-framework-accelerating-therapies-ultra-rare-diseases.html,https://www.facebook.com/photo/,Rep. Diana Harshbarger
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.construction-institute.org/resources/knowledgebase/best-practices/front-end-planning/topics/rt-039,CII Website
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.gsa.gov/portal/ext/public/site/FMR/file/FMRTOC102-_73.html/category/21859/,"Subchapter CÑReal Property, Part 102-73ÑReal Estate Acquisition"
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.gsa.gov/policy-regulations/policy/real-property-policy/best-practices-and-tools/office-workplace-best-practices/workspace-utilization-and-allocation,GSA Total Workplace Standards Benchmarking
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.gsa.gov/portal/content/163635,GSA Leasing Desk Guide
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,FMR ¤102-75
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,FMR ¤102-75
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,FMR 41CFR 102-75
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,part 102-75
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/excess-real-property-use-disposal/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,41 CFR 102-75.1110
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/excess-real-property-use-disposal/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,FMR 41 CFR 102-75
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/excess-real-property-use-disposal/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i446249,41 CFR 102-75
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i449022,41 CFR 102-74.265
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i449022,41 CFR 102-74.310
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i442244,102-83
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation/federal-property-management-regulation-fpmr-related-files,Federal Property Management Regulations
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/project-planning/index.html,https://www.hhs.gov/asa/ohr/manual/files/990-1.pdf,HHS Human Resources Manual HHS Instructions 990-1.2 Department of Health and Human Services Telework Program Policy
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.whitehouse.gov/wp-content/uploads/2019/11/Circular-A-45R.pdf,OMB Circular A-45
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.whitehouse.gov/wp-content/uploads/2019/11/Circular-A-45R.pdf,OMB Circular A-45
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://www.whitehouse.gov/wp-content/uploads/2019/11/Circular-A-45R.pdf,OMB circular A-45
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://dcp.psc.gov/ccmis/PDF_docs/sgpac.pdf,liaison
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/facility-management-operations-maintenance/index.html,https://dcp.psc.gov/ccmis/PDF_docs/sgpac.pdf,liaison
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail,NFPA 101
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail,NFPA 101
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail,NFPA 101
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail,1)b)i)
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail,NFPA 101
https://www.hhs.gov/about/agencies/dab/decisions/alj-decisions/2021/alj-cr5867/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-of-codes-and-standards/detail,https://www.nfpa.org/codes-and-standards/all-codes-and-standards/list-oÉ
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i451768,GSA Delegation of Authority
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i451768,GSA FMR ¤102-72.30
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.gsa.gov/policy-regulations/regulations/federal-management-regulation-fmr/i452466,¤102-71.20
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/delegations-of-authority/index.html,https://www.nfpa.org/codes-and-standards/all-codes-and-standards,NFPA
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/excess-real-property-use-disposal/index.html,https://www.cdc.gov/labs/BMBL.html,Biosafety in Microbiological and Biomedical Laboratories
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/excess-real-property-use-disposal/index.html,https://www.hud.gov/sites/documents/DOC_12360.PDF,Title X of P.L. 102-550
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/leasing/index.html,https://www.gsa.gov/real-estate/real-estate-services/leasing/sustainability-policies,GSA Green Lease Policies and Procedures
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/leasing/index.html,https://www.gsa.gov/real-estate/real-estate-services/leasing-policy-procedures/leasing-policy/leasing-desk-guide-and-other-policy-information/leasing-desk-guide-pdf,Leasing Desk Guide (Desk Guide)
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/leasing/index.html,https://www.gsa.gov/real-estate/real-estate-services/leasing-policy-procedures/leasing-policy/leasing-desk-guide-and-other-policy-information/leasing-desk-guide-pdf,Leasing Desk Guide (Desk Guide)
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/leasing/index.html,https://www.gsa.gov/real-estate/design-construction/gsa-annual-prospectus-thresholds,https://www.gsa.gov/real-estate/design-construction/gsa-annual-prospectus-thresholds
https://www.hhs.gov/about/hhs-manuals/hhs-facilities-manual/leasing/index.html,https://www.ihs.gov/oehe/handbook/volume4/,(OEHE) Technical Handbook Volume IV - Real Property Management
https://www.hhs.gov/hipaa/for-professionals/faq/1068/is-hipaa-suspended-during-a-national-or-public-health-emergency/index.html,https://www.hhs.gov/file/2036,Hurricane Katrina Bulletin: HIPAA Privacy and Disclosures in Emergency Situations
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/mhhs/index.html,https://www.hhs.gov/sites/default/files/mhhs_ra_cap.pdf,Read the Resolution Agreement and Corrective Action Plan
https://www.hhs.gov/hipaa/for-professionals/compliance-enforcement/agreements/ummc/index.html,https://www.hhs.gov/sites/default/files/UMMC_racap_508.pdf,Read the resolution agreement and corrective action plan.
https://www.hhs.gov/hipaa/for-professionals/faq/3013/does-hipaa-require-a-covered-entity-to-enter-into-a-business-associate-agreement.html,https://www.hhs.gov/node/3917,https://www.hhs.gov/hipaa/for-professionals/special-topics/developer-portal/index.html
https://www.hhs.gov/hipaa/for-professionals/faq/3012/can-a-covered-entity-refuse-to-disclose-ephi.html,https://www.hhs.gov/node/10311,in a separate FAQ
https://www.hhs.gov/hipaa/for-professionals/faq/302/will-hipaa-hinder-medical-research/index.html,https://www.hhs.gov/hipaa/for-professionals/faq/302/will-hipaa-hinder-medical-research/ohrp/humansubjects/commonrule/index.html,Common Rule
https://www.hhs.gov/hipaa/for-professionals/faq/319/if-the-irb-modifies-the-informed-consent-document-after-the-compliance-date-is-authorization-required/index.html,http://privacyruleandresearch.nih.gov/,Privacy Rule and Research
https://www.hhs.gov/hipaa/for-professionals/faq/406/does-hipaa-preempt-this-state-law/index.html,https://www.hhs.gov/file/2040,View an unofficial version of the Privacy Rule and the preemption requirements.
https://www.hhs.gov/hipaa/for-professionals/faq/403/how-do-i-know-if-a-state-law-is-more-stringent-than-hipaa/index.html,https://www.hhs.gov/file/2040,View an unofficial version of the Privacy Rule and the preemption requirements.
https://www.hhs.gov/hipaa/for-professionals/faq/401/how-does-hipaa-reduce-the-potential-for-conflict-with-state-laws/index.html,https://www.hhs.gov/file/2040,View an unofficial version of the Privacy Rule and the preemption requirements.
https://www.hhs.gov/hipaa/for-professionals/faq/399/does-hipaa-preempt-state-laws/index.html,https://www.hhs.gov/file/2040,View an unofficial version of the Privacy Rule and the preemption requirements.
https://www.hhs.gov/hipaa/for-professionals/faq/327/am-i-permitted-to-disclose-information-regarding-an-injured-workers-previous-condition/index.html,https://www.hhs.gov/node/3021,45 CFR 164.508
https://www.hhs.gov/hipaa/for-professionals/faq/269/are-location-information-services-permitted-under-the-privacy-rule/index.html,https://www.hhs.gov/node/3021,45 CFR 164.501.
https://www.hhs.gov/hipaa/for-professionals/faq/269/are-location-information-services-permitted-under-the-privacy-rule/index.html,https://www.hhs.gov/node/3021,45 CFR 164.501.
https://www.hhs.gov/hipaa/for-professionals/faq/325/am-i-permitted-to-provide-an-injured-workers-records-to-the-insurer/index.html,https://www.hhs.gov/node/2986,164.502(b)
https://www.hhs.gov/hipaa/for-professionals/faq/711/may-a-covered-entity-not-party-to-legal-proceedings-disclose-information-by-court-order/index.html,https://www.hhs.gov/node/2986,minimum necessary
https://www.hhs.gov/hipaa/for-professionals/faq/704/may-a-covered-entity-use-protected-health-information-for-litigation/index.html,https://www.hhs.gov/node/2986,45 CFR 164.502(b)
https://www.hhs.gov/hipaa/for-professionals/faq/704/may-a-covered-entity-use-protected-health-information-for-litigation/index.html,https://www.hhs.gov/node/2979,45 CFR 164.502(a)
https://www.hhs.gov/hipaa/for-professionals/faq/704/may-a-covered-entity-use-protected-health-information-for-litigation/index.html,https://www.hhs.gov/node/2979,45 CFR 164.506(a)
https://www.hhs.gov/hipaa/for-professionals/faq/190/who-must-comply-with-hipaa-privacy-standards/index.html,https://www.hhs.gov/node/2984,.
https://www.hhs.gov/hipaa/for-professionals/faq/326/am-i-allowed-to-share-treatment-records-to-determine-payment-entitlement/index.html,https://www.hhs.gov/node/2980,45 CFR 164.512(l).
